doc_id;label;grid;parent_grid;grid_label;grid_reason;city;country
168525;Britol-Myers Squibb;grid.464751.5;;Bristol-Myers Squibb (India);Matching variants "Britol-Myers Squibb" / "Bristol-Myers Squibb (India)";Mumbai;India
347436;Brockmann Consult;grid.424366.1;;Brockmann Consult (Germany);Matching variants "Brockmann Consult" / "Brockmann Consult (Germany)";consult;germany
311486;bruker;grid.461847.8;;Bruker (Canada);Matching variants "bruker" / "Bruker (Canada)";bruker;canada
48398;Bruker;grid.461847.8;;Bruker (Canada);Matching variants "Bruker" / "Bruker (Canada)";bruker;canada
333767;Brunel Univeristy;grid.7728.a;;Brunel University London;Matching variants "Brunel Univeristy" / "Brunel University London";london;United Kingdom
335760;Brustzentrum Kantonsspital St. Gallen;grid.413349.8;;Kantonsspital St. Gallen;Matching variants "Brustzentrum Kantonsspital St. Gallen" / "Kantonsspital St. Gallen";St. Gallen;Switzerland
313185;Budapest;grid.424096.d;;Collegium Budapest;Matching variants "Budapest" / "Collegium Budapest" + Matching cities budapest / budapest;budapest;Hungary
348384;Bulgaria;grid.438900.6;;Ursit (Bulgaria);Matching variants "Bulgaria" / "Ursit (Bulgaria)" + Matching countries bulgaria / bulgaria;ursit;bulgaria
355315;BULGARIAN ACAD SCI;grid.410344.6;;Bulgarian Academy of Sciences;Matching variants "BULGARIAN ACAD SCI" / "Bulgarian Academy of Sciences";Sofia;Bulgaria
335337;Bürgerhospital Stuttgart;grid.459736.a;;Marienhospital Stuttgart;Matching variants "Bürgerhospital Stuttgart" / "Marienhospital Stuttgart";Stuttgart;Germany
330331;Busoga Unversity;grid.442629.f;;Busoga University;Matching variants "Busoga Unversity" / "Busoga University";Iganga;Uganda
104630;C E A Gramat;grid.457344.5;grid.457260.2;CEA Gramat;Matching variants "C E A Gramat" / "Gramat";Gramat;France
342530;C.A.Z. Groeninge;grid.420028.c;;AZ Groeninge;Matching variants "C.A.Z. Groeninge" / "AZ Groeninge";Kortrijk;Belgium
325158;C.R.I. Evanston;grid.410470.6;grid.170205.1;Evanston Hospital;Matching variants "C.R.I. Evanston" / "Evanston Hospital";Evanston;United States
389339;C2S2;grid.462736.2;grid.11166.31;XLIM;Matching variants "XLIM C2S2" / "XLIM";Limoges;France
351824;Cabi;grid.433011.4;;Cabi;Matching variants "Cabi" / "Cabi" + Matching cities cabi / cabi;cabi;Switzerland
328752;Cabinet conseil;grid.424628.e;;France Développement Conseil (France);Matching variants "Cabinet conseil" / "FD Conseil";conseil;france
353427;Cabinet de Cardiologie;grid.470771.2;;Société Française de Cardiologie;Matching variants "Cabinet de Cardiologie" / "Société Française de Cardiologie";Paris;France
410715;Cabinet de médecine vasculaire;grid.470794.9;;Société Française de Médecine Vasculaire;Matching variants "Cabinet de médecine vasculaire" / "Société Française de Médecine Vasculaire";Cabariot;France
353969;Cabinet SV & GM;grid.453073.6;;Cabinet Office;Matching variants "Cabinet SV & GM" / "Cabinet Office";Tokyo;Japan
199499;Cabinet TATON;grid.453073.6;;Cabinet Office;Matching variants "Cabinet GT" / "Cabinet Office";Tokyo;Japan
324396;Cadarache;grid.457335.3;grid.457258.9;CEA Cadarache;Matching variants "Cadarache" / "CEA Cadarache";Vinon-sur-Verdon;France
304759;Cadence Connection;grid.427585.9;;Cancer Connection;Matching variants "Cadence Connection" / "Cancer Connection";Austin;United States
262843;CAE Caen;grid.293206.c;;CAE (Canada);Matching variants "CAE Caen" / "CAE (Canada)";Longueuil;Canada
340737;Calculus Consult;grid.425434.0;;IT Consult;Matching variants "Calculus Consult" / "IT Consult";Bremen;Germany
350206;Campden BRI;grid.424627.1;;Campden BRI (Hungary);Matching variants "Campden BRI" / "Campden BRI (Hungary)";Budapest;hungary
86064;CAMPS de Roubaix;grid.477297.8;;Centre Hospitalier de Roubaix;Matching variants "CAMPS de Roubaix" / "Centre Hospitalier de Roubaix";Roubaix;France
358820;Campus Benjamin Franklin, Berlin;grid.412753.6;grid.6363.0;Campus Benjamin Franklin;Matching variants "Campus Benjamin Franklin, Berlin" / "Campus Benjamin Franklin";Berlin;Germany
336090;Campus Biomedico;grid.9657.d;;Università Campus Bio-Medico;Matching variants "Campus Biomedico" / "Università Campus Bio-Medico";Rome;Italy
433394;Campus de lEcole Polytechnique;grid.10877.39;;École Polytechnique;Matching variants "Campus de lEcole Polytechnique" / "École Polytechnique";Palaiseau;France
317396;Campus de Ourense;grid.418883.e;grid.420359.9;Complejo Hospitalario de Ourense;Matching variants "Campus de Ourense" / "Complejo Hospitalario de Ourense";Ourense;Spain
349097;Campus Universitário;grid.459694.3;;Link Campus University;Matching variants "Campus Universitário" / "Link Campus University";Rome;Italy
360956;Campus Universitat de les Illes Balears;grid.471004.6;;Fundació Universitat-Empresa de les Illes Balears;Matching variants "Campus Universitat de les Illes Balears" / "Fundació Universitat-Empresa de les Illes Balears";Palma de Mallorca;Spain
324696;Canakkale Onsekiz Mart Univ;grid.412364.6;;Çanakkale Onsekiz Mart University;Matching variants "Canakkale Onsekiz Mart Univ" / "Çanakkale Onsekiz Mart University";Çanakkale;Turkey
352875;Cancéropôle CLARA;grid.469376.9;;Cancéropôle PACA;Matching variants "Cancéropôle CLARA" / "Cancéropôle PACA";Marseille;France
303514;CANON;grid.471046.0;;Canon (Japan);Matching variants "CANON" / "Canon (Japan)" + Matching cities canon / canon;canon;japan
360944;CANTABRIA;grid.7821.c;;University of Cantabria;Matching variants "CANTABRIA" / "University of Cantabria";Santander;Spain
345867;Canterbury Christ Church;grid.127050.1;;Canterbury Christ Church University;Matching variants "Canterbury Christ Church" / "Canterbury Christ Church University";Canterbury;United Kingdom
325318;Canton de Neuchätel;grid.426048.c;;Observatoire Cantonal de Neuchâtel;Matching variants "Canton de Neuchätel" / "Observatoire Cantonal de Neuchâtel";Neuchâtel;Switzerland
361342;Cap Gamma;grid.469805.6;;Pi Gamma Mu;Matching variants "Cap Gamma" / "Pi Gamma Mu";Winfield;United States
244617;Capgemini;grid.432807.a;;Capgemini (Italy);Matching variants "Capgemini" / "Capgemini (Italy)";capgemini;italy
334648;Cardiff Universtiy;grid.5600.3;;Cardiff University;Matching variants "Cardiff Universtiy" / "Cardiff University";Cardiff;United Kingdom
341013;cardiology;grid.476892.6;;Arkansas Cardiology;Matching variants "cardiology" / "Arkansas Cardiology";Little Rock;United States
361415;Cargill;grid.432947.f;;Cargill (France);Matching variants "Cargill" / "Cargill (France)" + Matching cities cargill / cargill;cargill;france
359993;CARITAS;grid.468569.0;;Caritas Roma;Matching variants "CARITAS" / "Caritas Roma";Rome;Italy
333508;Carl von Ossietzky Universitaet Oldenberg;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl von Ossietzky Universitaet Oldenberg" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
333509;Carl von Ossietzky Universitaet Oldenburg,;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl von Ossietzky Universitaet Oldenburg," / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
326507;Carl von Ossietzky Universität;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl von Ossietzky Universität" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
372726;Carl von Ossietzky Universität Oldenburg;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl von Ossietzky Universität Oldenburg" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
343308;Carl von Ossietzky Universitat.;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl von Ossietzky Universitat." / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
304802;Carl-von-Ossietzky Universität Oldenburg;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl-von-Ossietzky Universität Oldenburg" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
327195;Carl-von-Ossietzky Universität Oldenburg, ICBM Terramare;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl-von-Ossietzky Universität Oldenburg, ICBM Terramare" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
326508;Carl-von-Ossietzky-Universität;grid.5560.6;;Carl von Ossietzky University of Oldenburg;Matching variants "Carl-von-Ossietzky-Universität" / "Carl von Ossietzky University of Oldenburg";Oldenburg;Germany
361201;Carnegie Inst Sci;grid.418276.e;;Carnegie Institution for Science;Matching variants "Carnegie Inst Sci" / "Carnegie Institution for Science";Washington D.C.;United States
339750;Carnegie Mellon Univ.;grid.147455.6;;Carnegie Mellon University;Matching variants "Carnegie Mellon Univ." / "Carnegie Mellon University";Pittsburgh;United States
325379;Carnegie Mellon Univerisy;grid.147455.6;;Carnegie Mellon University;Matching variants "Carnegie Mellon Univerisy" / "Carnegie Mellon University";Pittsburgh;United States
318429;Carthago Consultancy;grid.450749.b;;Coating Consultancy;Matching variants "Carthago Consultancy" / "Coating Consultancy";Hedehusene;Denmark
338710;Casa di cura Villa Tiberia, Roma;grid.416872.e;;Casa di Cura Villa Bianca;Matching variants "Casa di cura Villa Tiberia, Roma" / "Casa di Cura Villa Bianca";Trento;Italy
432691;Casagec Ingénierie;grid.463385.f;;Iskane Ingénierie;Matching variants "Casagec Ingénierie" / "Iskane Ingénierie";Casablanca;Morocco
120518;Castanet Tolosan Observatory;grid.440476.5;;Observatoire Midi-Pyrénées;Matching variants "Observatoire Midi-Pyrénées Castanet Tolosan Observatory" / "Observatoire Midi-Pyrénées";Toulouse;France
346825;Catalyse;grid.433064.6;;Catalyse;Matching variants "Catalyse" / "Catalyse";Marseille;France
339210;Catholic Universitiy of Leuven;grid.5596.f;;University of Leuven;Matching variants "Catholic Universitiy of Leuven" / "Catholic University of Leuven";Leuven;Belgium
344555;CATIE;grid.24753.37;;Centro Agronomico Tropical De Investigacion Y Ensenanza Catie;Matching acronym "CATIE" / label "CATIE";Turrialba;Costa Rica
160721;CCMO Conseil;grid.438597.4;;Tourisme Transports Territoires Environnement Conseil;Matching variants "CCMO Conseil" / "TEC-Conseil";Marseille;France
134892;CD Nord Pas de Calais;grid.466435.6;;Ecole Supérieure d'Art du Nord-Pas de Calais;Matching variants "CD Nord Pas de Calais" / "Ecole Supérieure d'Art du Nord-Pas de Calais";Tourcoing;France
162360;CEA Cardache;grid.457335.3;grid.457258.9;CEA Cadarache;Matching variants "CEA Cardache" / "CEA Cadarache";Vinon-sur-Verdon;France
252002;CEA Grenoble;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA Grenoble" / "CEA Grenoble" + Matching cities cea / cea;cea;France
55311;CEA Grenoble /DRT/BEM;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA Grenoble /DRT/BEM" / "CEA Grenoble";cea;France
30798;CEA Grenoble, DRT/DPTS/SCPIO/LCPO;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA GRENOBLE" / "CEA Grenoble";cea;France
55312;CEA Grenoble/DSV;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA Grenoble/DSV" / "CEA Grenoble";cea;France
244918;CEA ISTerre;grid.457331.7;grid.457262.0;CEA LIST;Matching variants "CEA ISTerre" / "CEA LIST";Palaiseau;France
439088;CEA LIST;grid.457331.7;grid.457262.0;CEA LIST;Matching variants "CEA LIST" / "CEA LIST";Palaiseau;France
439279;CEA SACLAY;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA SACLAY" / "CEA Saclay";Gif-sur-Yvette;France
391047;CEA Saclay - DEN/DANS/DM2S/STMF;grid.457258.9;grid.5583.b;Direction de L'énergie Nucléaire;Matching variants "CEA-Direction de l'Energie Nucléaire CEA Saclay - DEN/DANS/DM2S/STMF" / "Direction de L'énergie Nucléaire";Gif-sur-Yvette;France
404038;CEA Saclay - DEN/DANS/DM2S/STMF/LMEC;grid.457258.9;grid.5583.b;Direction de L'énergie Nucléaire;Matching variants "CEA-Direction de l'Energie Nucléaire CEA Saclay - DEN/DANS/DM2S/STMF/LMEC" / "Direction de L'énergie Nucléaire";Gif-sur-Yvette;France
241808;CEA Saclay Nano-INNOV;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay Nano-INNOV" / "CEA Saclay";Gif-sur-Yvette;France
433112;CEA Saclay, IRFU, Dir;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay, IRFU, Dir" / "CEA Saclay";Gif-sur-Yvette;France
419116;CEA Saclay, IRFU, SAP;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay, IRFU, SAP" / "CEA Saclay";Gif-sur-Yvette;France
411800;CEA Saclay, IRFU, SEDI;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay, IRFU, SEDI" / "CEA Saclay";Gif-sur-Yvette;France
409251;CEA Saclay, IRFU, SIS;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay, IRFU, SIS" / "CEA Saclay";Gif-sur-Yvette;France
409252;CEA Saclay, IRFU, SPP;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA Saclay, IRFU, SPP" / "CEA Saclay";Gif-sur-Yvette;France
464841;CEA Tech List;grid.457331.7;grid.457262.0;CEA LIST;Matching variants "CEA Tech List" / "CEA LIST";Palaiseau;France
461524;CEA Tech Pays-de-la-Loire;grid.460203.3;grid.414548.8;Centre Angers-Nantes Pays de la Loire;Matching variants "CEA Tech Pays-de-la-Loire" / "Centre Angers-Nantes Pays de la Loire";Nantes;France
360523;CEA. Grenoble.;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA. Grenoble." / "CEA Grenoble" + Matching cities cea. / cea;cea;France
352022;CEA/ CE Cadarache;grid.457335.3;grid.457258.9;CEA Cadarache;Matching variants "CEA/ CE Cadarache" / "CEA Cadarache";Vinon-sur-Verdon;France
331398;CEA/ Saclay;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA/ Saclay" / "CEA Saclay";Gif-sur-Yvette;France
397657;CEA/DAM, Le Ripault;grid.457260.2;grid.5583.b;Direction des Applications Militaires;Matching variants "Direction des Applications Militaires CEA/DAM, Le Ripault" / "Direction des Applications Militaires";Bruyères-le-Châtel;France
348241;CEA/DRT/LITEN;grid.457332.4;grid.457262.0;CEA LITEN;Matching variants "CEA/DRT/LITEN" / "CEA LITEN";Le Bourget-du-Lac;France
446937;CEA/DRT/LITEN - Laboratoire de Nanocaractérisation et Nanosécurité;;grid.457332.4;CEA LITEN;Matching label prefix / parent label "CEA/DRT/LITEN";Le Bourget-du-Lac;France
376764;CEA/LETI;grid.457330.6;grid.457262.0;CEA LETI;Matching variants "CEA/LETI" / "CEA LETI";Grenoble;France
421954;CEA/List;grid.457331.7;grid.457262.0;CEA LIST;Matching variants "CEA/List" / "CEA LIST";Palaiseau;France
420474;CEA-Cadarache DSV-DEVM-LIPM;grid.457335.3;grid.457258.9;CEA Cadarache;Matching variants "CEA-Cadarache DSV-DEVM-LIPM" / "CEA Cadarache";Vinon-sur-Verdon;France
367597;CEA-CESTA;grid.457346.7;grid.457260.2;CEA Cesta;Matching variants "CEA-CESTA" / "CEA Cesta";Le Barp;France
101196;CEAC-EXIDE;grid.473102.3;;Exide Technologies (Germany);Matching variants "CEAC-EXIDE" / "Exide";Bad Lauterberg im Harz;Germany
92792;CEA-Direction de l'Energie Nucléaire;grid.457258.9;grid.5583.b;Direction de L'énergie Nucléaire;Matching variants "CEA-Direction de l'Energie Nucléaire" / "Direction de L'énergie Nucléaire";Gif-sur-Yvette;France
230495;CEA-GRENOBLE;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA-GRENOBLE" / "CEA Grenoble";cea;France
352094;CEA-Grenoble;grid.457348.9;grid.5583.b;CEA Grenoble;Matching variants "CEA-Grenoble" / "CEA Grenoble";cea;France
302674;CEA-LIST;grid.457331.7;grid.457262.0;CEA LIST;Matching variants "CEA-LIST" / "CEA LIST";Palaiseau;France
361223;CEA-LITEN-DTS;grid.457332.4;grid.457262.0;CEA LITEN;Matching variants "CEA-LITEN-DTS" / "CEA LITEN";Le Bourget-du-Lac;France
321832;CEA-Saclay;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA-Saclay" / "CEA Saclay";Gif-sur-Yvette;France
313222;CEA-Saclay, Gif-sur-Yvette;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEA-Saclay, Gif-sur-Yvette" / "CEA Saclay Gif-sur-Yvette France" + Matching cities gif-sur-yvette / Gif-sur-Yvette;Gif-sur-Yvette;France
433531;CEC, Chaire économie du Climat;grid.468294.5;;CEC ArtsLink;Matching acronym "CEC" / label "CEC, Chaire économie du Climat";New York;United States
346023;Cégep d'Alma;grid.421298.4;;Collège d'Alma;Matching variants "Cégep d'Alma" / "Collège d'Alma";Alma;Canada
346022;Cegep de chicoutimi;grid.420507.4;;Cégep de Chicoutimi;Matching variants "Cegep de chicoutimi" / "Cégep de Chicoutimi";Saguenay;Canada
318147;CEH Wallingford;grid.12826.3f;;HR Wallingford;Matching variants "CEH Wallingford" / "HR Wallingford";Wallingford;United Kingdom
305387;CEIS - Compagnie Européenne d'Intelligence Stratégique;grid.433080.c;;Compagnie Européenne d’intelligence Stratégique (France);Matching variants "CEIS - Compagnie Européenne d'Intelligence Stratégique" / "Compagnie Européenne d’intelligence Stratégique (France)";stratégique;france
353561;Celgene;grid.476224.1;;Celgene (Germany);Matching variants "Celgene" / "Celgene (Germany)";celgene;germany
408985;Cellule d'Evaluation Médicale;grid.414336.7;;Assistance Publique Hôpitaux de Marseille;Matching variants "Assistance Publique - Hôpitaux de Marseille Cellule d'Evaluation Médicale" / "Assistance Publique Hôpitaux de Marseille";Marseille;France
444313;Celtes et Etrusques : identités, pouvoirs, échanges;grid.463795.a;grid.5607.4;Archéologie et Philologie d’Orient et d’Occident;Matching variants "Archéologie et Philologie d'Orient et d'Occident Celtes et Etrusques : identités, pouvoirs, échanges" / "Archéologie et Philologie d’Orient et d’Occident";Paris;France
324987;CEMIT;grid.433357.5;;Cemit Center of Excellence in Medicine and IT;Matching acronym "CEMIT" / label "CEMIT";Innsbruck;Austria
44295;Cemka EVAL;grid.420191.f;;Cemka-Eval;Matching variants "Cemka EVAL" / "Cemka-Eval";Bourg-la-Reine;France
20560;CEMKA-EVAL;grid.420191.f;;Cemka-Eval;Matching variants "CEMKA-EVAL" / "Cemka-Eval";Bourg-la-Reine;France
328847;CEN Cadarache;grid.457335.3;grid.457258.9;CEA Cadarache;Matching variants "CEN Cadarache" / "CEA Cadarache";Vinon-sur-Verdon;France
308553;CEN/Saclay;grid.457334.2;grid.457258.9;CEA Saclay;Matching variants "CEN/Saclay" / "CEA Saclay";Gif-sur-Yvette;France
356922;CENN Nanocenter;grid.457171.1;;Nanocenter;Matching variants "CENN Nanocenter" / "CENN Nanocenter";Ljubljana;Slovenia
359332;Centra Ricerche Plast- Optica;grid.423912.f;;Centro RIcerche Plast-Optica;Matching variants "Centra Ricerche Plast- Optica" / "Centro RIcerche Plast-Optica";Amaro;Italy
356553;Centro de Ciencias Humanas y Sociales CSIC;grid.466570.6;grid.4711.3;Centro de Ciencias Humanas y Sociales;Matching variants "Centro de Ciencias Humanas y Sociales CSIC" / "Centro de Ciencias Humanas y Sociales";Madrid;Spain
359630;Ceramiques Techniques et Industrielles (CTI);grid.423943.b;;Ceramiques Techniques et Industrielles (France);Matching variants "Ceramiques Techniques et Industrielles (CTI)" / "Ceramiques Techniques et Industrielles (France)";industrielles;france
245118;Céramiques Techniques Industrielles;grid.423943.b;;Ceramiques Techniques et Industrielles (France);Matching acronym "CTI" / label "Céramiques Techniques Industrielles";industrielles;france
77263;CERGA/GRGS;grid.440460.2;;Observatoire de la Côte d’Azur;Matching variants "Observatoire de la Côte d'Azur CERGA/GRGS" / "Observatoire de la Côte d’Azur";Nice;France
95735;CERGA-GRGS;grid.440460.2;;Observatoire de la Côte d’Azur;Matching variants "Observatoire de la Côte d'Azur CERGA-GRGS" / "Observatoire de la Côte d’Azur";Nice;France
33197;CERT RENATER;grid.424553.1;;Renater;Matching variants "CERT RENATER" / "Renater";Paris;France
321404;CES - KU Leuven;grid.410569.f;;Universitaire Ziekenhuizen Leuven;Matching variants "CES - KU Leuven" / "UZ Leuven" + Matching cities leuven / leuven;leuven;Belgium
34780;Cetim de Nantes;grid.277151.7;;Centre Hospitalier Universitaire de Nantes;Matching variants "Cetim de Nantes" / "CHU de Nantes";Nantes;France
13047;CETMEF/LNHE;grid.463442.3;;Ministère de l'Équipement;Matching variants "Ministère de l'Equipement CETMEF/LNHE" / "Ministère de l'Équipement";Tunis;Tunisia
159569;CEZA;grid.10392.39;;University of Tübingen;Matching variants "Eberhard Karls Universität Tübingen CEZA" / "Eberhard Karls University, Tübingen";Tübingen;Germany
301109;CH Belfort-Montbéliard;grid.23082.3b;;University of Technology of Belfort-Montbéliard;Matching variants "CH Belfort-Montbéliard" / "University of Technology of Belfort-Montbéliard";Belfort;France
356269;CH Boulogne sur Mer;grid.449583.7;;Université d'été de Boulogne-sur-Mer;Matching variants "CH Boulogne sur Mer" / "Université d'été de Boulogne-sur-Mer";Boulogne-sur-Mer;France
349459;CH Bretagne Sud;grid.477443.7;;Centre Hospitalier de Bretagne Sud;Matching variants "CH Bretagne Sud" / "Centre Hospitalier de Bretagne Sud";Lorient;France
331179;CH Chambéry;grid.418064.f;;Centre hospitalier de Chambéry;Matching variants "CH Chambéry" / "Centre hospitalier de Chambéry" + Matching cities chambéry / Chambéry;Chambéry;France
350145;CH Cornouaille;grid.477730.0;;Centre Hospitalier de Cornouaille;Matching variants "CH Cornouaille" / "Centre Hospitalier de Cornouaille";Quimper;France
313032;CH Côte Basque;grid.418076.c;;Centre Hospitalier de la Côte Basque;Matching variants "CH Côte Basque" / "Centre Hospitalier de la Côte Basque";Bayonne;France
348134;CH de Belfort-Montbeliard;grid.23082.3b;;University of Technology of Belfort-Montbéliard;Matching variants "CH de Belfort-Montbeliard" / "University of Technology of Belfort-Montbéliard";Belfort;France
356270;CH de la Côte Basque;grid.418076.c;;Centre Hospitalier de la Côte Basque;Matching variants "CH de la Côte Basque" / "Centre Hospitalier de la Côte Basque";Bayonne;France
335241;CH de Mulhouse;grid.414085.c;;Centre Hospitalier de Mulhouse;Matching variants "CH de Mulhouse" / "Centre Hospitalier de Mulhouse";Mulhouse;France
458489;CH de Rochefort;grid.477065.7;;Centre Hospitalier de Rochefort;Matching variants "CH de Rochefort" / "Centre Hospitalier de Rochefort";Rochefort;France
321648;CH de Roubaix;grid.477297.8;;Centre Hospitalier de Roubaix;Matching variants "CH de Roubaix" / "Centre Hospitalier de Roubaix";Roubaix;France
357423;CH de Troyes;grid.440376.2;;Centre Hospitalier de Troyes;Matching variants "CH de Troyes" / "Centre Hospitalier de Troyes";Troyes;France
354008;CH de Valenciennes;grid.418063.8;;Centre Hospitalier de Valenciennes;Matching variants "CH de Valenciennes" / "Centre Hospitalier de Valenciennes";Valenciennes;France
349182;CH Départemental Vendée;grid.477015.0;;Centre Hospitalier Départemental Vendée;Matching variants "CH Départemental Vendée" / "Centre Hospitalier Départemental Vendée";La Roche-sur-Yon;France
314103;CH Esquirol;grid.477071.2;;Centre Hospitalier Esquirol de Limoges;Matching variants "CH Esquirol" / "Centre Hospitalier Esquirol de Limoges";Limoges;France
345445;CH Hôtel-Dieu;grid.411394.a;;Hôtel-Dieu de Paris;Matching variants "CH Hôtel-Dieu" / "Hôtel-Dieu de Paris";Paris;France
349038;CH La Rochelle;grid.477131.7;;Centre Hospitalier de La Rochelle;Matching variants "CH La Rochelle" / "Centre Hospitalier de La Rochelle" + Matching cities la rochelle / La Rochelle;La Rochelle;France
338818;CH Le Vinatier;grid.420146.5;;Centre Hospitalier Le Vinatier;Matching variants "CH Le Vinatier" / "Centre Hospitalier Le Vinatier";Bron;France
345499;CH Lens;grid.470048.f;;Centre Hospitalier de Lens;Matching variants "CH Lens" / "Centre Hospitalier de Lens";Lens;France
318559;CH Libreville;grid.418077.d;;Libreville Hospital;Matching variants "CH Libreville" / "Libreville Hospital";Libreville;Gabon
358084;CH MULHOUSE;grid.414085.c;;Centre Hospitalier de Mulhouse;Matching variants "CH MULHOUSE" / "Centre Hospitalier de Mulhouse" + Matching cities mulhouse / Mulhouse;Mulhouse;France
348996;CH Niort;grid.440381.a;;Centre Hospitalier de Niort;Matching variants "CH Niort" / "Centre Hospitalier de Niort";Niort;France
310758;CH Perpignan;grid.11136.34;grid.468967.2;University of Perpignan;Matching variants "CH Perpignan" / "University of Perpignan" + Matching cities perpignan / Perpignan;Perpignan;France
356277;CH René Dubos;grid.440383.8;;Centre Hospitalier René-Dubos;Matching variants "CH René Dubos" / "Centre Hospitalier René-Dubos";Pontoise;France
358071;CH René Dubos PONTOISE;grid.440383.8;;Centre Hospitalier René-Dubos;Matching variants "CH René Dubos PONTOISE" / "Centre Hospitalier René-Dubos Pontoise France" + Matching cities pontoise / Pontoise;Pontoise;France
300617;CH Ste Anne;grid.460760.3;;Ste. Anne's Hospital;Matching variants "CH Ste Anne" / "Ste. Anne's Hospital";Sainte-Anne-de-Bellevue;Canada
356272;CH Sud-Fancilien;grid.477082.e;;Centre Hospitalier Sud Francilien;Matching variants "CH Sud-Fancilien" / "Centre Hospitalier Sud Francilien";Corbeil-Essonnes;France
309761;CH Valenciennes;grid.418063.8;;Centre Hospitalier de Valenciennes;Matching variants "CH Valenciennes" / "Centre Hospitalier de Valenciennes" + Matching cities valenciennes / Valenciennes;Valenciennes;France
426302;Chaire de sociologie;grid.439984.b;;Sociologie et Sociétés;Matching variants "Chaire de sociologie" / "Sociologie et Sociétés";Montreal;Canada
216055;Chaire d'histoire de la philosophie;grid.473740.3;grid.7452.4;Sciences, Philosophie, Histoire;Matching variants "Chaire d'histoire de la philosophie" / "Sciences, Philosophie, Histoire";Paris;France
314953;Chalmers Tekniska Hoegskola;grid.5371.0;;Chalmers University of Technology;Matching variants "Chalmers Tekniska Hoegskola" / "Chalmers Tekniska Högskola";Gothenburg;Sweden
304049;Chalmers tekniska hogskola;grid.5371.0;;Chalmers University of Technology;Matching variants "Chalmers tekniska hogskola" / "Chalmers Tekniska Högskola";Gothenburg;Sweden
94226;Chambéry-Métropole;grid.418064.f;;Centre hospitalier de Chambéry;Matching variants "Chambéry-Métropole" / "Centre hospitalier de Chambéry";Chambéry;France
344748;Chambre de Commerce et d'Industrie;grid.463187.f;;Chambre de Commerce et d'Industrie du Centre;Matching variants "Chambre de Commerce et d'Industrie" / "Chambre de Commerce et d'Industrie du Centre";Sousse;Tunisia
456809;Chambre de Commerce et d'Industrie de la Réunion;grid.432990.5;;Chambre de commerce et d'industrie de Lyon;Matching variants "Chambre de Commerce et d'Industrie de la Réunion" / "Chambre de commerce et d'industrie de Lyon";Lyon;France
360310;Chambre de Commerce et d'Industrie du Pays d'Arles;grid.432990.5;;Chambre de commerce et d'industrie de Lyon;Matching variants "Chambre de Commerce et d'Industrie du Pays d'Arles" / "Chambre de commerce et d'industrie de Lyon";Lyon;France
308831;Chambre de commerce et d'industrie Nice Côte d'Azur;grid.432990.5;;Chambre de commerce et d'industrie de Lyon;Matching variants "Chambre de commerce et d'industrie Nice Côte d'Azur" / "Chambre de commerce et d'industrie de Lyon";Lyon;France
192767;Chambre Régionale de Commerce et d'Industrie d'Alsace;grid.432989.d;;Chambre régionale de commerce et d'industrie Rhône-Alpes;Matching variants "Chambre Régionale de Commerce et d'Industrie d'Alsace" / "Chambre régionale de commerce et d'industrie Rhône-Alpes France";Lyon;France
310218;Charité;grid.6363.0;;Charité;Matching variants "Charité" / "Charité";Berlin;Germany
351627;Charité - Universitaetsmedizin;;grid.6363.0;Charité;Matching label prefix / parent label "Charité";Berlin;Germany
