objectID;title;field_categorie_de_societe;field_lien;field_le_slogan;twitter;facebook
2043;www.FlyOverGreen.com;ETI/Grands Groupes;http://www.flyovergreen.com;vidéo aérienne de parcours de golf;https://twitter.com/flyovergreen;https://www.facebook.com/flyovergreen/
5054;YOU-TRUST;Startups;https://www.you-trust.com/;Demandez à votre réseau socioprofessionnel de vous recommandez et d'évaluer vos savoir-être.;;
3276;YPPA;Startups;/www.yppa.fans;Avec YPPA, je suis acteur du show !;;
3306;ZeeMono;Startups;http://www.zeemono.com/;Zee marketplace du cours de sport;https://twitter.com/myzeemono;https://www.facebook.com/zeemono
4572;ZEFYR;SME;https://www.zefyr.net;Le logiciel le plus génial de comptabilité-gestion en ligne;;
5959;1Day Online;Startups;https://www.1day-online.com/;Le réseau social où toutes les publications sont supprimées à minuit;;
4844;BeAM;Startups;http://www.beam-machines.com;BeAM est un fabricant français de machines industrielles de fabrication additive / impression 3D métallique utilisant la technologie LMD (déposition métallique par laser). ;https://twitter.com/BeAM_3DPrinting;
4444;Bloombox Paris;Startups;http://www.bloomboxparis.com/;Rocked by French savoir-faire, we make you discover latest beauty & lifestyle must-have products available in our beauty boxes and on our online shop.;;https://www.facebook.com/bloomboxparis/
4160;Bottle & Cream;Startups;http://www.bottleandcream.com;Bottle & Cream propose des produits de soin du visage personnalisés et fabriqués à la demande;https://twitter.com/BottleandCream;https://www.facebook.com/bottleandcream
4105;Cap Compta;Startups;https://www.capcompta.fr;Cap compta , la compta facile!;https://twitter.com/CapCompta;https://www.facebook.com/capcompta
2736;Cigale Wifi (Yziact);Startups;http://cigale-hotspot.fr/;Réseau de hotspot wifi public facile d'accès;;https://www.facebook.com/cigalehotspot/
6555;ClipEyz;Startups;http://www.clipeyz.com;Transformes ton smartphone en caméra d'action !;;
5168;Co-Lab;Media;http://www.co-lab.fr;Co-Lab : nouveau média créatif et collaboratif dédié à l'économie collaborative !;;
4824;Cultures Connection;Startups;http://culturesconnection.com/;Services de localisation et de référencement à la demande;https://twitter.com/Culturescon;https://www.facebook.com/CulturesConnection?fref=ts
6066;DreamQuark;Startups;http://www.dreamquark.com;Le meilleur de l’intelligence artificielle pour la Banque et l’Assurance;https://twitter.com/DreamQuark;http://www.facebook.com/dreamquark
4972;Dropbird;Startups;http://www.dropbird.fr/;Vos commerces de proximité à portée de clics;https://twitter.com/dropbird_fr;https://www.facebook.com/dropbird.fr/
6093;EHTech;Startups;http://www.ehtech.fr;Double la quantité d'eau chaude disponible pour votre douche tout en divisant par 3 la facture d'énergie en récupérant la chaleur des eaux usées.;;
2313;eLamp;Startups;https://www.elamp.fr;Le moteur de recherche de compétences pour toutes les communautés;https://twitter.com/eLamp_fr?lang=fr;https://www.facebook.com/vousetesungenie
2772;Evoliz;Startups;http://www.evoliz.com;Logiciel de facturation en ligne destiné  aux TPE, PME et auto entrepreneur...;http://twitter.com/evolizfr;https://www.facebook.com/evolizfr/
1775;FlightWatching;Startups;http://www.flightwatching.com;Surveillance temps réel IoT;;
6497;GAD DELTA;Startups;http://www.gad-delta.fr;Purple le logiciel de gestion qui vous fait gagner du temps ! Expert comptable, passez au numérique. Entrepreneurs pilotez votre entreprise partout en ligne.;;
1844;GLADTROTTER;Startups;http://www.gladtrotter.com;Plateforme communautaire touristes et guides locaux;https://twitter.com/gladtrotter;https://www.facebook.com/gladtrotter
5590;Green Park Content;Startups;http://greenparkcontent.com/;Green Park Content anime et engage les audiences de ses clients par la création de contenus (SEO). L'audience organique est un atout crucial pour une marque.;https://twitter.com/GreenParkConten;https://www.facebook.com/GreenParkContent/
4686;Growing Pie;Startups;https://www.growingpie.com;Commencez votre carrière avec les offres du monde entier pour étudiants et jeunes diplômés, des conseils pour partir et des témoignages d'anciens. Gratuitement.;;
4541;GuestToGuest;Startups;http://www.guesttoguest.fr;L’échange de maisons ou d’appartements entre particuliers comme vous ne l’avez jamais vu ! ;https://twitter.com/GuestToGuest;https://www.facebook.com/guesttoguest?fref=ts
2296;Howtank;Startups;http://www.howtank.com;Howtank, inventeur du Click to Community®, permet aux marques de construire une relation forte avec leurs meilleurs clients, de bâtir une communauté solide et lui donner la parole pour rassurer les visiteurs.;https://twitter.com/howtank_FR;
3267;IDOSENS;Startups;http://www.idosens.com/;IDOSENS, des objets connectés pour l'Extended Home;https://twitter.com/idosens;https://www.facebook.com/idosens?_rdr=p
4929;iline Studios;Media;http://iline-studios.com/;Nous sommes une Agence de communication chargée de faire de vos ambitions une réalité. Nous sommes un groupe de passionnés déterminé à impulser vos activités grâce à la créativité et à l'innovation. ;;
5848;IMMERSIVE WAYS;Startups;http://www.immersive-ways.com;Spécialisés dans l'immersion et d'interactivité, nous développons une suite logicielle pour scénariser, personnaliser et diffuser les contenus vidéos à 360° et à réalité virtuelle.;;https://www.facebook.com/360DigitalContents/
4449;Immovesting;Startups;https://www.immovesting.com/;Plateforme de crowdfunding immobilier - Investissez aux côtés de professionnels de l'immobilier à partir de 1000 euros.;https://twitter.com/immovesting;https://www.facebook.com/Immovesting
4685;In Sun We Trust;Startups;https://www.insunwetrust.solar/;In Sun We Trust facilite gratuitement l'accès de tous à l'énergie solaire. Nos utilisateurs peuvent découvrir en un clic combien produiraient des panneaux solaires sur leur toit, et être accompagnés dans toutes les étapes de leur projet. ;https://twitter.com/InSunWeTrust;https://www.facebook.com/InSunWeTrust
5858;INOBO;Startups;http://www.inobo.fr;Conception de planches de kitesurf 100% personnalisables et connectées;;
2125;ITEC PRO;Startups;https://www.itec-pro.eu/;Grossiste pour professionnels, produits de qualité à prix abordable ;;https://www.facebook.com/ITECPROEU/?fref=ts
4647;Last Mile for BoP;Startups;http://www.lastmileforbop.com;Our mobile app and delivery service enable informal traders to order their stock from their phone and receive it at their doorstep. We give a direct access to informal markets to companies that want to expand their sales in these markets. ;;
2575;Linagora;ETI/Grands Groupes;http://www.linagora.ca/;Nous permettons à nos clients d'aquérir leur souveraineté numérique grâce aux Logiciels Libres;https://twitter.com/Linagora_Canada;http://www.facebook.com/linagoracanada
3545;Map your stories;Startups;https://mapyourstories.com/;C'est le Leetchi des souvenirs, qu'on organise sous forme de carte de métro et que l'on offre sur un bel objet cadeau;https://twitter.com/home/?status=@MapYourStories;https://www.facebook.com/mapyourstories?fref=ts
6153;Mask Generation;Startups;http://www.maskgeneration.com;Nouvelle génération de masques anti-pollutions : connectés, design et ergonomie innovante;;
934;Mensia Technologie;Startups;http://www.mensiatech.com/;Real time brain exploration and training software, in the lab or in the home;;
3570;Mes entretiens;Startups;http://www.mesentretiens.com;Service en ligne de gestion des entretiens annuels et professionnels;https://twitter.com/mesentretiens;https://www.facebook.com/Mes-entretiens-1587164711588353
3858;Mister Pasha;Startups;http://www.misterpasha.com;Service de livraison le soir et le week-end à Paris sur créneau d'une heure pour toutes vos commandes en ligne;https://twitter.com/misterpashafr;https://www.facebook.com/misterpashafr/
1612;MyTrendyApp.com;Startups;http://www.mytrendyapp.com;Ventes privées de logiciels Desktop et Web jusqu'à -75% !;;
1559;Neomy;Startups;http://neomy.io/;Neomy informe du meilleur moment pour envoyer de l'argent;;
5927;Nitby software;Startups;http://www.nitbysoftware.com;Inventeur de l'Import Data Management;;
3729;Ô-Technology;Startups;http://o-technology.fr;Ô est un concept tout en un simple permettant de diffuser du son et de l’image à un public ;;
2366;OktopusPrime;Startups;http://www.oktopusprime.com;Selection quotidienne de petites annonces sous le prix du marche;;
2942;Option Way;Startups;http://www.optionway.com;Voyagez moins cher en profitant facilement et automatiquement des baisses de prix des billets d'avion.;https://twitter.com/optionway;https://www.facebook.com/OptionWayFrance
1845;OsteoDesk;Startups;http://www.osteodesk.com;Gérez votre cabinet d'Ostéopathie en quelques clics !;;
3878;PayPlug;Startups;http://www.payplug.com;Paiement en ligne et prédiction de fraude de nouvelle génération;https://twitter.com/payplug;https://www.facebook.com/PayPlug
2076;PEDISHOX;Startups;http://www.pedishox.com;Marque spécialisée dans le soin des pieds (footcare). ;;https://www.facebook.com/pedishox
6569;Pixoo;Startups;https://www.webiot.io/;Développe des solutions logicielles et matérielles pour l'Internet des objets.;https://twitter.com/webiot_io;https://www.facebook.com/webiot/
2030;Place du Mariage;Startups;http://www.placedumariage.fr;Place du Mariage est le one-stop shop du mariage;https://twitter.com/placedumariage;https://www.facebook.com/placedumariage
2569;prismic.io;Startups;http://prismic.io;gestion de contenus web facile, productive et agréable.;;
4286;PRIVATE INNOVATION;Startups;http://www.private-innovation.com;Le premier site de vente privée dédié à l'innovation et aux objets connectés;https://twitter.com/share?text=La vente MARBOTIC est désormais ouverte&url=http://www.private-innovation.com/130-smart-numbers;http://www.facebook.com/sharer.php?u=http://www.private-innovation.com/130-smart-numbers&t=MARBOTIC%20sur%20Private%20Innovation
4758;Realo;Startups;https://www.realo.be;Realo est un portail immobilier utilisant l'open data pour donner à ses utilisateurs un max d'infos et les aider ainsi à faire de meilleurs choix immobiliers.;https://twitter.com/realo;
763;Ryze (New York);;http://tryryze.com/;Service de conciergerie en ligne pour Airbnb (NYC);;
642;Secret Media;;http://www.secretmedia.com/;57% des vidéos-pub sont bloquées par le phénomène adblock. Secret Media offre une solution;;
6182;Silverstark;Startups;https://www.silverstark.fr;Comparateur d'assurance crédit indépendant et service innovation et Digital;https://twitter.com/silverstark_fr;https://www.facebook.com/silverstark.fr/
1896;Simplicite Software;Startups;http://www.simplicitesoftware.com;Créer rapidement des applications d'entreprise 100% adaptées à votre métier;;
2434;Smart e-Moon;Startups;/under%40construction;The CTEA makes useless and unnecessary the expensive Automatic Reloading machines as well as the existing validators;;
3579;Spendesk;Startups;https://www.spendesk.com;Repensez vos paiements par carte en entreprise;https://twitter.com/spendesk;https://www.facebook.com/spendesk
5423;SteadXP SAS;Startups;http://steadxp.com/;Stabilisateur électronique compatible avec les GoPro et les appareils photo;https://twitter.com/SteadXP;https://www.facebook.com/SteadXP/
1567;Stilog, Inc.;SME;http://www.visual-planning.com;Publisher of Visual Planning - A Customizable Resource Management Software;https://twitter.com/visual_planning;
2733;Target2Sell;Startups;http://www.target2sell.com/;Target2Sell est un moteur de recommandation personnalisé multicanal. Il enrichit les systèmes d'information à l'aide de ses APIs;https://twitter.com/target2sell;
1850;Target2Sell;Startups;http://www.target2sell.com/;Target2Sell est une solution innovante de recommandations personnalisées de produits qui adapte dynamiquement les sites e-commerce et propose en temps réel une sélection de produits correspondant aux affinités de chaque visiteur. ;https://twitter.com/target2sell;
666;Teads;;http://www.teads.com;Distribuez et gérez vos campagnes vidéos dans un environnement média premium.;;
4171;The French Com;Startups;http://thefrenchcom.com/;The French Com est une agence de web-marketing spécialisée dans le growth hacking. Son objectif ? Proposer et mettre en place des stratégies rapides pour faire croître rapidement votre business.;https://twitter.com/MezennerFateh;https://www.facebook.com/thefrenchcom
673;Tilkee;Startups;http://www.tilkee.com;Tilkee est un outil d’optimisation de la relance commerciale qui vous permet de tracker vos propositions commerciales et de prédire vos ventes. ;;https://www.facebook.com/tilkeeapp
1371;TOFUPAY;Startups;http://www.tofupay.com;SIMPLIFYING Online Payments in Asia;;http://www.facebook.com/tofupay
1959;TopDoc;Startups;https://topdoc.hk;Omni Chanel Online Doctor Booking Platform;http://twitter.com/TopDoc_HK;http://www.facebook.com/topdoc.hk
5639;Tradywine;Startups;https://www.tradywine.com;Distribution de vin ré-inventée, nous proposons aux professionnels du vin un catalgue de 13 000 vins pour leur business. Pas de commission sur le vin;https://twitter.com/arnaudbaali;
609;Tunsy (iOS);;http://tunsy.co/;Tinder du shopping;https://twitter.com/tunsyapp;https://www.facebook.com/tunsy.co
4920;U2GUIDE;Startups;https://u2guide.com/;Met en contact des voyageurs et des guides locaux dans le monde entier. 1% de chaque transaction et 50% de nos bénéfices sont reversés chaque année à des ONG partenaires.;;
2399;VOXMAPP;Startups;http://www.voxmapp.com;Application de participation citoyenne, prendre sa ville en main;https://twitter.com/voxmapp;https://www.facebook.com/voxmapp/
5075;Waves in City;Startups;http://www.wavesincity.fr;Le créateur Français du surf de vagues artificielles;http://twitter.com/WavesinCity;https://www.facebook.com/pages/Waves-in-City/140871249351573
3272;Workout France;Startups;/En%20maintenance;1 site internet, 1 application smartphone et 2 sites de e-commerces dédiés aux sportifs;;
4586;3Dscope;Startups;https://www.3dscope.fr/;Imprimez-vous en 3D à partir d'une vidéo. Filmez avec votre smartphone, nous modélisons et fabriquons votre mini-moi.;;http://www.facebook.com/3dscope/
4814;BACK OFFICE SANTE;Startups;http://back-office-sante.com/;Back Office Santé (BOS) est  une société regroupant plus de 650 ostéopathes et chiropracteurs, spécialisée dans le dépistage, le soin et la prévention des TMS sur le site même des entreprises, afin de réduire l’absentéisme et ses coûts.;https://twitter.com/MesmeLuc/following?lang=fr;https://www.facebook.com/pages/Back-Office-Sant%C3%A9-Th%C3%A9rapeutes/576592499081519
1122;Bubble;Startups;https://bubble.is;Créez une web app sans coder;;
6386;CitizenCam;Startups;http://www.citizencam.eu/;Outil simple de captation et de diffusion vidéo multivues HD;https://twitter.com/CitizenCam_eu;https://www.facebook.com/citizencam/
5043;CodinGame;Startups;https://www.codingame.com;Plate-forme collaborative de programmeurs;;
686;Criteo;;http://www.criteo.com/;Le spécialiste des technologies de marketing à la performance;https://twitter.com/criteo;https://www.facebook.com/GoCriteo
453;Dashlane;;http://www.dashlane.com/fr/;Gestionnaire de mot de passe;https://twitter.com/dashlane;https://www.facebook.com/GetDashlane
5769;DN ELECTRONICS;Startups;http://www.danew.com/;DN ELECTRONICS (marque DANEW) conçoit et commercialise des produits High Tech de mobilité (Tablettes, Smartphones, Objet Connectés). Danew est axé sur le Design, l’Innovation, et collabore avec des artistes français du Design, Sport, Art, Musique;;
4585;DoudouCare;Startups;https://www.doudoucare.com;DoudouCare est la plateforme de téléconseil santé dédiée à l’enfant. Elle met en relation les parents et professionnels de santé de l’enfance pour leur proposer un accompagnement 7j/7 sur les questions santé du quotidien de leurs enfants. ;https://twitter.com/doudoucare?lang=fr;https://www.facebook.com/DoudouCare-401680016688530/?ref=hl
5636;ECDYS;Startups;https://openlab.ecdys.fr;"Spécialité : développement des pratiques d'intelligence collective; diffusion d'une plate-forme web ECDYS Openlab™";;
2055;French District;Media;http://frenchdistrict.com/;Le French District est le premier site d’information en français aux Etats-Unis.;;
770;French Wink;;http://www.frenchwink.com;La vitrine des créateurs français aux Etats-Unis;;
5560;Fresh Box;Startups;http://freshbox.vn/;Keeping family kitchen warm with love and honesty. ;https://twitter.com/intent/tweet?text=https%3A%2F%2Fwww.facebook.com%2FFreshboxvn%2Fposts%2F723920461118603;https://www.facebook.com/Freshboxvn/posts/723920461118603
4631;Galeries deu Diamant ;Startups;https://gdparis.com/;Approche nouvelle et intelligente pour acheter un diamant ;https://twitter.com/galeriesdiamant;https://www.facebook.com/galeriesdudiamant/
6009;Gift Time;Startups;http://time.com;Partagez vos idées cadeaux facilement et participez à des cagnottes entre amis;;http://www.facebook.com/time
5907;Hexadrone SAS;Startups;http://www.hexadrone.fr;Spécialisé dans la conception et la vente de drones civils et militaires. Nous lançons notre nouveau drone industriel en Avril 2017.;;http://www.facebook.com/hexadrone
6491;HidnSeek;Startups;https://www.hidnseek.fr/fr;Solutions GPS innovantes pour le suivi d'objets connectés SIGFOX et LoRaWAN;;
4604;Hubup;Startups;http://hubup.fr/;Hubup propose un service d'assistant personnel mobile à destination des conducteurs de transport public;;
5741;Jemincruste.com;Startups;https://jemincruste.com;Adopte l'incruste simplement. Une plateforme dynamique et amusante pour une organisation attractive et divertissante;https://twitter.com/jemincruste;https://www.facebook.com/jemincrusteFR/
6435;JobIRL - l'orientation In Real Life;Startups;http://www.jobirl.com;1er réseau social solidaire pour l'orientation des 14-25 ans;https://twitter.com/JobIRL;https://www.facebook.com/jobirl
1833;Jovago;Startups;http://www.jovago.com;Site de réservation d'hôtels en ligne en Afrique;;
1851;KEEPZELINK;Startups;http://www.keepzelink.com;Service permettant la restitution directe des objets perdus via un Qrcode personnel pré-programmé.;https://twitter.com/KeepZeLink;https://www.facebook.com/pages/Keepzelink/768209543293467
3134;KINOMAP;Startups;http://www.kinomap.com;Leader mondial de la vidéo entièrement géolocalisée;https://twitter.com/kinomap?lang=fr;https://www.facebook.com/kinomap?fref=ts
5317;Kuzzle;;http://kuzzle.io/;Kuzzle est une solution de Backend destinéee à motoriser les applications modernes.;https://twitter.com/kuzzleio;https://www.facebook.com/kuzzleio/
5680;Lancey Energy Storage;Startups;http://lancey.fr;Solution intelligente pour stocker l’énergie: un radiateur Plug & Play avec batterie connectée.;https://twitter.com/RaffMeyer;https://www.facebook.com/raphael.meyer.961
2223;Les Pépites Tech;Startups;http://www.lespepitestech.com;La communauté des entrepreneurs français dans le monde;https://twitter.com/lespepitestech;"https://www.facebook.com/v2.5/dialog/oauth?client_id=1785640541666183&amp;redirect_uri=http%3A//lespepitestech.com/fboauth/connect?destination=/&amp;display=popup&amp;scope=email"
4536;Linscription.com;Startups;http://www.linscription.com;Plateforme de gestion d'inscriptions en ligne pour tout type d'évènements et de services;;
5481;Luckey Homes;Startups;http://www.luckeyhomes.com;Gère vos locations courte durée pendant votre absence;https://twitter.com/luckeyhomes;https://www.facebook.com/pg/luckeyhomes/reviews/
4609;Mecanicadom;Startups;http://www.mecanicadom.com;Plateforme Internet de mise en relation entre mécaniciens itinérants et clients;;
5172;Miraxess;Startups;http://www.miraxess.com;Miraxess transforme votre Smartphone en PC Portable;https://twitter.com/miraxess;https://www.facebook.com/Miraxess/
5255;My DSO Manager;Startups;https://www.mydsomanager.com;Améliorez vos délais de paiement grâce à un logiciel de recouvrement efficace et intuitif. ;https://twitter.com/MyDSOManager;https://www.facebook.com/My-DSO-Manager-Debt-Collection-Software-Logiciel-de-recouvrement-1577369785833014/
2339;MyMentor;Startups;http://www.mymentor.Fr;La plateforme qui vous permet de trouver l'enseignant idéal  à votre profil pédagogique ! ;;
4952;NEWMIPS;Startups;http://www.newmips.com;Construisez vos applications de gestion en parlant ! Un automate code à votre place et vous permet de maintenir vos applications cœur de métier.;;
2438;NEWZIK;Startups;http://www.newzik.com;Lecteur intelligent de partitions digitales ;https://twitter.com/Newzik_App;https://www.facebook.com/newzikapp
2381;Newzik;Startups;http://www.newzik.com/;Lecteur intelligent de partitions digitales ;https://twitter.com/Newzik_App;https://www.facebook.com/newzikapp
3991;Pharmanity;Startups;http://www.pharmanity.com;Trouvez la pharmacie à proximité selon vos critères de recherche, ou accédez à la disponibilité et aux prix des produits commercialisés en officine;https://twitter.com/pharmanity;https://www.facebook.com/pharmanity
3977;PIXID;SME;http://www.pixid.fr;Gestion de la flexibilité du travail par internet;;https://www.facebook.com/Pixid.eu
5052;popsite;Startups;http://www.popsite.fr;popsite permet aux pros, grâce à sa technologie inédite, de créer leur site internet simplement en répondant à un questionnaire;https://twitter.com/mypopsite;https://www.facebook.com/mypopsite/
2283;ReturnMyKey.com;Startups;http://www.returnmykey.com;Le porte-clés Qr code personnalisé vous permet de communiquer différemment !;http://twitter.com/leo_x;
6591;Roofstreet;Startups;http://roofstreet.io;La Géolocalisation Prédictive pour toutes les applications mobiles (Veery SDK);;
6250;SaveMyPaquet;Startups;http://www.savemypaquet.com;La livraison de packets chez vous en votre absence;;"https://www.facebook.com/dropymarketplace/photos/a.770519503076712.1073741828.655410007920996/1083912335070759/?type=3&#038;theater"
3898;ServicesYou;Startups;http://www.ServicesYou.com;Trouvez un Coach disponible n'importe où n'importe quand;;
6137;Shootpresse;Startups;http://www.shootpresse.com;Le moyen le plus simple, rapide et économique pour votre entreprise d'être publié dans la presse !;;
4496;Smart Cycle;Startups;http://www.smartcycle.org;Plateforme web et mobile permettant la géolocalisation et l'échange d'objets à donner ou abandonnés et permettant une meilleure gestion des circuits de collecte des déchets pour les institutions;;https://www.facebook.com/help/360595310676682/
2422;Squareshop;Startups;https://fr.squareshop.io;Faites d'Instagram votre nouveau levier d'acquisition !;;
4358;Surveyboard.cc;Startups;https://www.surveyboard.cc;Création de formulaires et sondages. Analyse et exploration des données.;https://twitter.com/surveyboard_cc;https://www.facebook.com/surveyboard/
693;Synthesio;;http://www.synthesio.com/fr/;Leader mondial de l'écoute des médias sociaux au service de l'entreprise;https://twitter.com/synthesio_fr;https://www.facebook.com/synthesio
1853;TRUSTER;Startups;https://www.truster.fr/;Les meilleurs artisans du bâtiment à votre domicile au juste prix;;
4352;UbiCast;Startups;https://www.ubicast.eu/;Former, enseigner et communiquer en vidéo. Nos solutions automatisées & intuitives donnent vie à vos projets vidéo.;https://twitter.com/ubicast_video;https://www.facebook.com/ubicast
5630;WeEnjoy;Startups;http://www.weenjoy.fr/;WeEnjoy propose des solutions digitales pour le milieu associatif : site internet, billetterie, gestion des subventions, réservation de salles;https://twitter.com/weenjoy_fr;https://www.facebook.com/www.weenjoy.fr/?fref=ts
898;Wizcorp;SME;http://www.wizcorp.jp/;Whether it's gaming or commercial applications, Wizcorp is one of the leading professional names in mobile, web, and platform engineering.;;
5800;WondrAgency;Startups;http://www.wondragency.com;Agence Web et Community Management.;;https://www.facebook.com/WondrAgency
3791;YESOUIJOB;Startups;http://www.yesouijob.com;La solution innovante pour recruter à l'international !;;
5198;Yik Yak;Startups;https://www.yikyak.com/;Yik Yak vous permet de vous connecter et discuter avec les personnes autour de vous.;https://twitter.com/YikYakApp;https://www.facebook.com/yikyakapp
3120;ZippyPass;Startups;http://www.zippypass.com;Le Netflix du Sport ;https://twitter.com/ZippyPass;https://www.facebook.com/pages/ZippyPass/612008348854019
4302;&shift;Startups;https://www.andshift.com;Logiciel en Saas de mesure de l'engagement de collaborateurs et declenchement d'actions personnalisees.;https://twitter.com/andshift_fr;https://www.facebook.com/andshift/
6233;44 screens;Startups;http://44screens.com;L’agence 44 screens est spécialisée dans les applications mobiles, la réalité augmentée, la gamification et développe des solutions dans le secteur du tourisme, de la culture, de la formation et de la maintenance.;https://twitter.com/;https://www.facebook.com/
5871;BABASAN;Startups;https://www.babasan.co/;Le Design shop en ligne de l’#africaoftoday;;
5448;BIBELIB PARIS;Startups;http://www.bibelib.com;La première housse de valise connectée : ;;
5254;Bubble BD Comics Mangas;Startups;http://www.appbubble.co;Accompagne les fans de Bandes Dessinées, Comics, Mangas à gérer leur collection et à découvrir de nouveaux albums;https://twitter.com/AppBubbleNews;https://www.facebook.com/appbubblefr/
5597;DESIGN SCREEN HD;Startups;https://www.design-screen.com/;La Nouvelle génération d'Ecrans de projection déployables en Tableaux d'Ornement ;https://twitter.com/designscreenhd;https://www.facebook.com/DesignScreenHD
4435;Easy Bacchus;Startups;http://www.easybacchus.com;Easy Bacchus permet de rendre l'accès au vin facile et ludique pour tous grâce à des étiquettes de vin multi sensorielles et connectées !;https://twitter.com/EasyBacchus;https://www.facebook.com/easybacchus
5601;Ethertrust;Startups;http://www.ethertrust.com;Ethertrust est un éditeur logiciel pour des secure elements, concepteur de solutions innovantes qui renforcent la sécurité du cloud, des mobiles, et de l'Internet of Things;;
670;ezakus;;http://www.ezakus.com/;Spécialiste dans la qualification et le ciblage d’audience sur internet;;
4508;Fancy Cellar;Startups;http://www.fancycellar.com/;Fancy Cellar - Your Digital Sommelier, est importateur et e-tailer Français spécialisé dans les vins dits « de vignerons » & « bios » au meilleur rapport qualité-prix.;;
4410;FLYOFF;Startups;http://www.goflyoff.com;Inspiration mobile pour réserver des billets d'avion à son prix dans les 7 jours avant le départ;http://twitter.com/goflyoff;https://www.facebook.com/goflyoff/
5609;GLOBCOIN;SME;https://glob-coin.com/;Avec votre carte multi-devises GLOBCOIN® MasterCard, vous dépensez dans plus de 37 millions d’établissements au meilleur taux de change.;https://twitter.com/GLOBCOIN/;https://www.facebook.com/globcoin/
133;Goku;;http://www.goku.fr/;Expédiez vos colis aussi facilement que vos emails.;;
4615;Happiness Watchers;Startups;http://happinesswatchers.com/;Vivez l'expérience unique dont vous avez toujours rêvé #GRATOS;https://twitter.com/coucouhw;https://www.facebook.com/discoveraxa/
5091;Hostelp;Startups;http://www.hostelp.fr/;Hostelp permet aux voyageurs de troquer leur savoir-faire pour des nuits d'hébergement.;https://twitter.com/TourismHostelp;https://www.facebook.com/TourismHostelp
5778;Immersit;Startups;http://www.immersit.fr;Ressentez l'action des films et des jeux sur votre canapé! La 4D à la maison;;
4976;Koober;Startups;http://koober.com;Le premier service qui permet de lire tous les livres qu’il faut avoir lus, sans les lire… ;https://twitter.com/Teamkoober;https://www.facebook.com/kooberr
4641;Larger.io;Startups;https://www.larger.io;Larger.io detecte les technologies web utilisées par les sites internet afin de trouver des leads;;
2960;Lofty City;Startups;https://www.lofty.paris;On-demand storage;https://twitter.com/Loftyparis;https://www.facebook.com/loftyparis
3651;MakeMeSomeFood;Startups;http://www.makemesomefood.fr;MakeMeSomeFood est LA plateforme gratuite d'échange de repas entre collègues sur le lieu de travail;https://twitter.com/mmsomefood;https://www.facebook.com/mmsomefood/
3605;Manners;Startups;http://www.bemanners.com;Manners est la première plateforme qui simplifie la mise en relation entre des entreprises et des hôtes d'accueil indépendants.;;
1252;Matooma;Startups;http://www.matooma.fr;Experte en connexion et gestion de populations d'objets;https://twitter.com/matoomam2m;https://www.facebook.com/matoomam2m
1898;Myows;Startups;http://myows.com;Protection en ligne de droits d'auteurs;http://twitter.com/share;
674;Once;;https://getonce.com/;Application de rencontre qui présente un profil par jour spécialement et manuellement choisi pour vous;https://twitter.com/oncetheapp;https://www.facebook.com/OnceTheApp/
6271;OpenDecide;Startups;https://opendecide.com/fr/;Marre du management traditionnel ? Apprenez et utilisez avec vos équipes les dernières méthodes de management collaboratif.;;
6012;Peafowl Consulting;SME;http://consulting.com;;;
3048;PinotBleu;Startups;http://www.pinotbleu.com;Devenez le caviste de vos amis et gagnez vos bouteilles;;
1863;REGULSMOKE;Startups;http://www.smoking-stopper.com/;Créateur d'un étui connecté permettant de réduire sa consommation de cigarettes jusqu'à l'arrêt total;https://twitter.com/Smoking_Stopper;https://www.facebook.com/Smoking-Stopper-897388026981213/
4872;rima conseils et services;Startups;http://rima-conseils-et-services.fr/;conseils pour entreprises par téléphone et/ou par emails illimités paiement par abonnements mensuels;;
2293;Rive World;Startups;http://bit.ly/HelloMyNameisRive;Voir ce qu'il se passe autour de soi ou dans ses lieux préférés en temps réel. Rive c'est la nouvelle expérience sociale locale.;;
5886;SAILGRIB;Startups;http://www.sailgrib.com;Navigation, routage et météo marine sur Android;;https://www.facebook.com/sailgrib
4485;School Phenomenon;Startups;http://www.school-phenomenon.com;Plateforme de distribution de vêtements et goodies personnalisés pour les groupes ;;https://www.facebook.com/school.phenomenon
3929;SERENZIA;Startups;http://www.serenzia.com;Technologie Big-data et  algorithmes D'Intelligence Artificielle uniques au service de la détection de la Fraude;;
5292;Shapeheart;Startups;http://www.shapeheart.com;Le premier brassard de running connecté, mesurant la fréquence cardiaque;;
659;shapr;;http://shapr.net/;Une application simple qui vous donne un accès direct et facile aux personnes approuvées préalablement par vos contacts de confiance. ;https://twitter.com/weareshapr;
3436;Sheltin;Startups;http://www.sheltin.fr;La meilleure façon de louer un bien  !  Des outils de gestion locative pour les propriétaires et locataires;https://twitter.com/sheltinFR;https://www.facebook.com/sheltinFR
4991;SOCCER PARK LE FIVE;Startups;http://www.lefive.fr;Leader français des centres de foot à 5 avec 40 centres en France;https://twitter.com/lefivefc;http://www.facebook.com/lefivefc
5038;Starset;Startups;http://www.starset.fr;Les looks de vos stars au meilleur prix;;
5031;SWABBL;Startups;https://www.swabbl.com;Chassez en meute, publiez vos besoins business et développez vos ventes;https://twitter.com/swabbl_app;https://www.facebook.com/pages/Swabbl/385147634969276?ref=hl
1981;Synoptica;Startups;http://www.synoptica.com/;Platform de big data et intelligence artificielle qui met en relation start-ups et PMEs avec entreprises qui cherchent des solutions innovantes;;
